Stunde_im_Auswertezeitraum;Datum;Uhrzeit;Aussentemperatur_C;Windgeschwindigkeit_m_s;Windrichtung_Grad;Schedule_AN_1_Mittel;Schedule_AN_2_Mittel;Schedule_AN_3_Mittel;Schedule_AB_1_Mittel;Schedule_AB_2_Mittel;Schedule_AB_3_Mittel;Heizlast_AFN_E+_W;Volumenstrom_AFN_E+_m3_s;Luftwechsel_AFN_E+_1_h;Zonentemperatur_AFN_E+_C;Heizlast_WSOA_W;Volumenstrom_WSOA_m3_s;Luftwechsel_WSOA_1_h;Zonentemperatur_WSOA_C;Heizlast_DFR_DEFAULT_W;Volumenstrom_DFR_DEFAULT_m3_s;Luftwechsel_DFR_DEFAULT_1_h;Zonentemperatur_DFR_DEFAULT_C;Heizlast_DFR_BLAST_W;Volumenstrom_DFR_BLAST_m3_s;Luftwechsel_DFR_BLAST_1_h;Zonentemperatur_DFR_BLAST_C;Heizlast_DFR_DOE-2_W;Volumenstrom_DFR_DOE-2_m3_s;Luftwechsel_DFR_DOE-2_1_h;Zonentemperatur_DFR_DOE-2_C
91;04.01.;18:00;-1,81;7,44;250,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;17865,8;0,155778;0,05193;17,000;15904,5;0,076277;0,02543;17,000;15904,5;0,076277;0,02543;17,000;15904,5;0,076277;0,02543;17,000;15904,5;0,076277;0,02543;17,000
92;04.01.;19:00;-2,25;6,70;244,9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;17768,5;0,134771;0,04492;17,000;16254,1;0,076405;0,02547;17,000;16254,1;0,076405;0,02547;17,000;16254,1;0,076405;0,02547;17,000;16254,1;0,076405;0,02547;17,000
93;04.01.;20:00;-2,66;6,45;240,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;17957,9;0,126733;0,04224;17,000;16605,6;0,076528;0,02551;17,000;16605,6;0,076528;0,02551;17,000;16605,6;0,076528;0,02551;17,000;16605,6;0,076528;0,02551;17,000
94;04.01.;21:00;-2,70;5,13;240,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;17490,7;0,095942;0,03198;17,000;16884,4;0,076533;0,02551;17,000;16884,4;0,076533;0,02551;17,000;16884,4;0,076533;0,02551;17,000;16884,4;0,076533;0,02551;17,000
95;04.01.;22:00;-2,45;4,10;234,9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;17104,3;0,073876;0,02463;17,000;17041,6;0,076460;0,02549;17,000;17041,6;0,076460;0,02549;17,000;17041,6;0,076460;0,02549;17,000;17041,6;0,076460;0,02549;17,000
96;04.01.;23:00;-3,26;4,10;224,9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;17270,1;0,072450;0,02415;17,000;17240,6;0,076704;0,02557;17,000;17240,6;0,076704;0,02557;17,000;17240,6;0,076704;0,02557;17,000;17240,6;0,076704;0,02557;17,000
97;05.01.;00:00;-4,71;4,10;214,9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;17714,2;0,071525;0,02384;17,000;17707,5;0,077144;0,02571;17,000;17707,5;0,077144;0,02571;17,000;17707,5;0,077144;0,02571;17,000;17707,5;0,077144;0,02571;17,000
98;05.01.;01:00;-6,16;3,59;210,0;0,0000;0,0000;0,1527;0,0000;0,0000;0,0000;30938,1;0,498265;0,16609;17,000;46961,1;1,140905;0,38030;17,000;28817,0;0,463573;0,15452;17,000;37516,4;0,787404;0,26247;17,000;26050,6;0,361256;0,12042;17,000
99;05.01.;02:00;-6,75;3,61;210,0;0,0000;0,0621;0,0000;0,0000;0,0000;0,0000;24376,5;0,244880;0,08163;17,000;31458,7;0,525180;0,17506;17,000;23500,4;0,235089;0,07836;17,000;27249,7;0,371752;0,12392;17,000;22458,9;0,197139;0,06571;17,000
100;05.01.;03:00;-7,41;3,08;199,8;0,0589;0,1519;0,1027;0,0000;0,0000;0,0000;46917,2;0,952676;0,31756;17,000;63059,2;1,624495;0,54150;17,000;42206,1;0,873660;0,29122;17,000;60954,7;1,540831;0,51361;17,000;34538,3;0,602739;0,20091;17,000
101;05.01.;04:00;-8,05;2,10;200,2;0,0937;0,1535;0,2027;0,0000;0,0000;0,0000;61194,4;1,356585;0,45220;17,000;57611,7;1,363606;0,45454;17,000;53560,0;1,223071;0,40769;17,000;78394,0;2,080139;0,69338;17,000;34930,8;0,579687;0,19323;17,000
102;05.01.;05:00;-8,05;2,61;194,8;0,0000;0,0905;0,0000;0,0000;0,0573;0,0000;33938,8;0,480601;0,16020;17,000;31164,9;0,430703;0,14357;17,000;31856,4;0,454186;0,15140;17,000;40374,1;0,749051;0,24968;17,000;26551,6;0,270404;0,09013;17,000
103;05.01.;06:00;-8,20;3,10;185,1;0,0000;0,0000;0,1527;0,0000;0,0953;0,0000;43737,5;0,772678;0,25756;17,000;31636,5;0,430241;0,14341;17,000;39742,8;0,709323;0,23644;17,000;55566,7;1,253585;0,41786;17,000;33260,8;0,486362;0,16212;17,000
104;05.01.;07:00;-8,30;2,85;174,8;0,0860;0,0000;0,0000;0,0397;0,0000;0,0000;23356,9;0,418436;0,13948;17,000;18251,1;0,283666;0,09456;17,000;21592,2;0,398291;0,13276;17,000;29363,3;0,664540;0,22151;17,000;17663,7;0,263702;0,08790;17,000
105;05.01.;08:00;-7,54;3,11;165,1;0,0667;0,0661;0,0000;0,1129;0,0000;0,0000;33809,5;0,763358;0,25445;17,000;24142,6;0,499969;0,16666;17,000;30024,7;0,701999;0,23400;17,000;44835,9;1,222644;0,40755;17,000;23382,0;0,469279;0,15643;17,000
106;05.01.;09:00;-5,99;3,35;159,8;0,0000;0,0865;0,0000;0,0000;0,0000;0,0000;18638,3;0,300079;0,10003;17,000;11884,3;0,077425;0,02581;17,000;17807,6;0,296177;0,09873;17,000;22849,8;0,482244;0,16075;17,000;16260,8;0,239138;0,07971;17,000
107;05.01.;10:00;-4,54;3,10;144,9;0,0000;0,0000;0,0000;0,1527;0,0000;0,0000;21501,0;0,470637;0,15688;17,000;37116,1;1,145394;0,38180;17,000;20309,6;0,459810;0,15327;17,000;27140,6;0,737293;0,24576;17,000;16982,4;0,324581;0,10819;17,000
108;05.01.;11:00;-2,73;3,35;150,2;0,0000;0,0437;0,0000;0,0693;0,0000;0,0000;16377,5;0,367935;0,12264;17,000;19745,5;0,535987;0,17866;17,000;15569,8;0,358022;0,11934;17,000;19934,5;0,552306;0,18410;17,000;13715,0;0,275701;0,09190;17,000
109;05.01.;12:00;-1,14;3,60;134,6;0,0000;0,1089;0,0509;0,0833;0,0000;0,0589;26550,9;0,928429;0,30948;17,000;30169,0;1,157653;0,38588;17,000;23127,6;0,824674;0,27489;17,000;33514,6;1,321850;0,44062;17,000;19231,7;0,638227;0,21274;17,000
110;05.01.;13:00;-0,50;4,11;94,8;0,0000;0,0693;0,1495;0,0669;0,0000;0,0937;36273,0;1,482185;0,49406;17,000;61825,3;2,851379;0,95046;17,000;24995,6;1,013565;0,33786;17,000;37848,4;1,655746;0,55192;17,000;21979,2;0,863128;0,28771;17,000
111;05.01.;14:00;-0,10;4,35;105,4;0,0000;0,0833;0,1049;0,0857;0,0000;0,0000;25767,8;1,030945;0,34365;17,000;41514,2;1,889293;0,62976;17,000;18965,6;0,752088;0,25070;17,000;28655,2;1,243936;0,41465;17,000;18124,7;0,709394;0,23646;17,000
112;05.01.;15:00;-0,61;3,34;114,8;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;5499,3;0,062576;0,02086;17,000;5688,1;0,075885;0,02529;17,000;5688,1;0,075876;0,02529;17,000;5688,1;0,075877;0,02529;17,000;5688,1;0,075886;0,02530;17,000
113;05.01.;16:00;-1,96;2,85;100,0;0,0421;0,1527;0,0000;0,1193;0,0000;0,0461;39199,1;1,080350;0,36012;17,000;62712,0;2,233039;0,74435;17,000;35171,5;0,971825;0,32394;17,000;47337,4;1,530211;0,51007;17,000;27597,0;0,623446;0,20782;17,000
114;05.01.;17:00;-2,45;3,35;115,2;0,1105;0,0000;0,0000;0,0763;0,0000;0,1065;36166,9;0,900701;0,30023;17,000;66676,5;2,343841;0,78128;17,000;32649,2;0,806559;0,26885;17,000;43654,7;1,303927;0,43464;17,000;27772,1;0,586240;0,19541;17,000
115;05.01.;18:00;-2,40;2,28;150,3;0,0000;0,0000;0,0000;0,1097;0,0000;0,0000;23249,6;0,332743;0,11091;17,000;27664,4;0,556742;0,18558;17,000;23092,7;0,349503;0,11650;17,000;26452,5;0,501819;0,16727;17,000;19880,2;0,203876;0,06796;17,000
116;05.01.;19:00;-3,32;1,25;144,6;0,0000;0,0000;0,0000;0,0000;0,0613;0,0000;20960,5;0,205671;0,06856;17,000;21910,0;0,261338;0,08711;17,000;21158,0;0,229823;0,07661;17,000;22893,0;0,304589;0,10153;17,000;18551,4;0,117367;0,03912;17,000
117;05.01.;20:00;-3,54;1,80;181,0;0,0000;0,0000;0,0000;0,0000;0,0913;0,0000;23797,9;0,289804;0,09660;17,000;26015,5;0,405662;0,13522;17,000;23621,0;0,305235;0,10174;17,000;26594,2;0,430039;0,14335;17,000;20019,3;0,154074;0,05136;17,000
118;05.01.;21:00;-2,80;2,35;219,7;0,0000;0,0000;0,0000;0,0549;0,1892;0,1527;42421,7;1,065038;0,35501;17,000;18400,1;0,076478;0,02549;17,000;40675,2;1,065069;0,35502;17,000;53816,9;1,648420;0,54947;17,000;29584,1;0,572954;0,19098;17,000
119;05.01.;22:00;-2,80;1,28;275,3;0,0000;0,0000;0,0000;0,0977;0,1161;0,0000;31067,0;0,594432;0,19814;17,000;18406,4;0,076470;0,02549;17,000;30425,8;0,609331;0,20311;17,000;36111,6;0,861524;0,28717;17,000;21749,7;0,224833;0,07494;17,000
120;05.01.;23:00;-2,90;1,32;76,2;0,0000;0,0000;0,0000;0,0597;0,0000;0,1527;31234,5;0,591788;0,19726;17,000;41428,5;1,084431;0,36148;17,000;30571,2;0,605796;0,20193;17,000;36707,6;0,876440;0,29215;17,000;22692,7;0,258372;0,08612;17,000
121;06.01.;00:00;-2,80;2,35;155,1;0,0000;0,0405;0,0000;0,0929;0,0000;0,0000;26598,9;0,391589;0,13053;17,000;28394,9;0,498741;0,16625;17,000;26347,2;0,408909;0,13630;17,000;30769,6;0,604850;0,20162;17,000;22579,9;0,241975;0,08066;17,000
122;06.01.;01:00;-2,65;1,79;129,5;0,0000;0,1121;0,0000;0,0000;0,0000;0,0000;25011,4;0,331620;0,11054;17,000;18769,6;0,076406;0,02547;17,000;25013,1;0,355537;0,11851;17,000;28225,2;0,499196;0,16640;17,000;21064,8;0,178987;0,05966;17,000
123;06.01.;02:00;-2,65;1,50;94,9;0,1527;0,0333;0,0445;0,0000;0,0000;0,0000;32280,9;0,634531;0,21151;17,000;18754,6;0,076410;0,02547;17,000;31610,4;0,650412;0,21680;17,000;37867,4;0,929899;0,30997;17,000;22776,0;0,255923;0,08531;17,000
124;06.01.;03:00;-2,40;2,31;120,5;0,0613;0,1193;0,1575;0,0000;0,0000;0,0000;38457,8;0,905053;0,30168;17,000;18801,6;0,076344;0,02545;17,000;37316,0;0,917383;0,30579;17,000;48051,6;1,405397;0,46847;17,000;28300,6;0,508103;0,16937;17,000
125;06.01.;04:00;-2,46;2,59;139,8;0,0913;0,0637;0,1033;0,0000;0,0000;0,0000;33740,8;0,707845;0,23595;17,000;18714,3;0,076368;0,02546;17,000;32882,6;0,719223;0,23974;17,000;41528,0;1,111676;0,37056;17,000;26783,8;0,442583;0,14753;17,000
126;06.01.;05:00;-2,70;2,86;145,2;0,0000;0,0889;0,0000;0,0000;0,0000;0,0000;23688,7;0,283239;0,09441;17,000;18566,3;0,076438;0,02548;17,000;23555,9;0,298052;0,09935;17,000;26461,3;0,427129;0,14238;17,000;21001,7;0,184581;0,06153;17,000
127;06.01.;06:00;-2,70;2,53;190,5;0,0000;0,0000;0,0653;0,0000;0,0000;0,0445;24722,1;0,329501;0,10983;17,000;21132,1;0,193564;0,06452;17,000;24647,2;0,350150;0,11672;17,000;28192,9;0,508088;0,16936;17,000;21454,3;0,208031;0,06934;17,000
128;06.01.;07:00;-2,60;1,25;214,9;0,0000;0,0000;0,0873;0,0000;0,0000;0,1081;20532,0;0,547230;0,18241;17,000;15811,5;0,374981;0,12499;17,000;20000,2;0,563252;0,18775;17,000;25108,9;0,791284;0,26376;17,000;12126,0;0,211753;0,07058;17,000
129;06.01.;08:00;-1,89;2,07;225,2;0,0461;0,0000;0,0677;0,0000;0,0000;0,0000;15123,4;0,334085;0,11136;17,000;24834,1;0,813185;0,27106;17,000;15163,7;0,358838;0,11961;17,000;18405,1;0,510317;0,17011;17,000;11919,5;0,207789;0,06926;17,000
130;06.01.;09:00;-0,89;2,85;234,9;0,1065;0,0000;0,0849;0,0000;0,0000;0,0000;18842,9;0,528809;0,17627;17,000;47027,9;1,928764;0,64292;17,000;18553,6;0,549841;0,18328;17,000;24309,5;0,828862;0,27629;17,000;14795,6;0,367453;0,12248;17,000
131;06.01.;10:00;-0,60;2,85;214,8;0,0357;0,0669;0,0000;0,0000;0,0000;0,0000;13123,8;0,301638;0,10055;17,000;19960,6;0,660634;0,22021;17,000;13295,4;0,329422;0,10981;17,000;16206,9;0,473771;0,15792;17,000;11295,2;0,230163;0,07672;17,000
132;06.01.;11:00;-0,55;3,10;200,0;0,1169;0,0857;0,0000;0,0000;0,0000;0,0000;17611,9;0,539273;0,17976;17,000;25743,0;0,977786;0,32593;17,000;17666,8;0,576140;0,19205;17,000;23572,2;0,869785;0,28993;17,000;14107,7;0,399140;0,13305;17,000
133;06.01.;12:00;-0,20;3,10;194,9;0,1527;0,0349;0,0445;0,0000;0,0669;0,1527;29625,8;1,156113;0,38537;17,000;22402,0;0,859397;0,28647;17,000;28880,9;1,189247;0,39642;17,000;41365,5;1,825627;0,60854;17,000;21151,4;0,795306;0,26510;17,000
134;06.01.;13:00;0,26;2,85;190,0;0,0000;0,1177;0,1081;0,0669;0,1287;0,0413;28237,6;1,141511;0,38050;17,000;17889,5;0,670930;0,22364;17,000;28327,8;1,214907;0,40497;17,000;39825,5;1,815723;0,60524;17,000;19441,3;0,750085;0,25003;17,000
135;06.01.;14:00;0,96;2,85;205,2;0,0000;0,0000;0,0000;0,0857;0,1097;0,1113;19586,6;0,756943;0,25231;17,000;6211,6;0,075371;0,02512;17,000;20108,5;0,829072;0,27636;17,000;27061,6;1,206618;0,40221;17,000;14342,8;0,516348;0,17212;17,000
136;06.01.;15:00;1,50;4,68;235,2;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;6358,9;0,085609;0,02854;17,000;6093,4;0,075244;0,02508;17,000;6093,4;0,075267;0,02509;17,000;6093,3;0,075290;0,02510;17,000;6093,4;0,075234;0,02508;17,000
137;06.01.;16:00;1,24;6,20;244,9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;16356,5;0,122625;0,04087;17,000;15376,9;0,075334;0,02511;17,000;15376,9;0,075356;0,02512;17,000;15376,9;0,075378;0,02513;17,000;15376,9;0,075323;0,02511;17,000
138;06.01.;17:00;0,70;5,64;245,1;0,0000;0,0000;0,0000;0,0000;0,0677;0,0000;19181,0;0,263502;0,08783;17,000;15379,1;0,075487;0,02516;17,000;18490,3;0,242126;0,08071;17,000;21049,8;0,379319;0,12644;17,000;19069,0;0,273034;0,09101;17,000
139;06.01.;18:00;0,35;4,34;244,9;0,0000;0,0000;0,0461;0,0000;0,1383;0,0000;25949,7;0,587346;0,19578;17,000;27871,3;0,718412;0,23947;17,000;24156,7;0,530044;0,17668;17,000;30212,4;0,848634;0,28288;17,000;23559,7;0,498951;0,16632;17,000
140;06.01.;19:00;0,20;4,01;240,0;0,0000;0,0000;0,1065;0,0000;0,1415;0,1527;38049,3;1,163705;0,38790;17,000;43554,8;1,521122;0,50704;17,000;34729,5;1,064101;0,35470;17,000;47264,5;1,715289;0,57176;17,000;31670,4;0,905123;0,30171;17,000
141;06.01.;20:00;0,40;4,76;245,1;0,0000;0,0000;0,0000;0,0629;0,1105;0,0613;27396,8;0,641107;0,21370;17,000;15884,0;0,075621;0,02521;17,000;26900,6;0,654219;0,21807;17,000;34983,6;1,078692;0,35956;17,000;26856,4;0,651812;0,21727;17,000
142;06.01.;21:00;0,45;4,85;250,0;0,0000;0,0000;0,0000;0,1575;0,1527;0,1271;37107,3;1,122385;0,37413;17,000;15923,0;0,075589;0,02520;17,000;36385,6;1,152422;0,38414;17,000;51576,1;1,951733;0,65058;17,000;36706,4;1,169240;0,38975;17,000
143;06.01.;22:00;0,30;4,60;250,0;0,0000;0,0000;0,0000;0,0849;0,0517;0,1169;28422,0;0,685677;0,22856;17,000;15915,6;0,075618;0,02521;17,000;27903,3;0,700466;0,23349;17,000;36511,1;1,149077;0,38303;17,000;27415,2;0,674957;0,22499;17,000
144;06.01.;23:00;-0,11;4,60;244,9;0,0000;0,0000;0,0000;0,0000;0,1009;0,0000;21266,4;0,325885;0,10863;17,000;15970,1;0,075723;0,02524;17,000;20844,6;0,324706;0,10824;17,000;24404,0;0,506493;0,16883;17,000;20646,1;0,314542;0,10485;17,000
145;07.01.;00:00;-0,45;4,09;240,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;16139,6;0,073560;0,02452;17,000;16091,0;0,075820;0,02527;17,000;16091,0;0,075833;0,02528;17,000;16091,0;0,075832;0,02528;17,000;16091,0;0,075827;0,02528;17,000
146;07.01.;01:00;-0,40;4,36;245,1;0,0860;0,0573;0,0493;0,0000;0,0000;0,0000;26382,9;0,549759;0,18325;17,000;80858,3;3,310122;1,10337;17,000;25722,6;0,551739;0,18391;17,000;32693,6;0,900440;0,30015;17,000;25146,3;0,522985;0,17433;17,000
147;07.01.;02:00;-0,20;5,10;250,0;0,2527;0,1583;0,1583;0,0000;0,0000;0,0000;45678,5;1,470182;0,49006;17,000;240978,5;11,424017;3,80801;17,000;44056,1;1,480719;0,49357;17,000;66079,8;2,592708;0,86424;17,000;45824,5;1,569929;0,52331;17,000
148;07.01.;03:00;-0,81;4,08;244,9;0,1193;0,1583;0,0977;0,0000;0,0000;0,0000;36390,4;0,998335;0,33278;17,000;136949,4;6,018493;2,00616;17,000;35186,3;1,004350;0,33478;17,000;48718,2;1,669469;0,55649;17,000;33005,2;0,899270;0,29976;17,000
149;07.01.;04:00;-1,25;4,68;245,1;0,0000;0,0841;0,0000;0,0000;0,0000;0,0000;21640,7;0,300942;0,10031;17,000;36913,5;1,039729;0,34658;17,000;20870,7;0,284904;0,09497;17,000;23713,2;0,418672;0,13956;17,000;19492,0;0,220021;0,07334;17,000
150;07.01.;05:00;-0,80;5,95;250,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0541;20345,4;0,247636;0,08255;17,000;16503,7;0,075941;0,02531;17,000;19239,1;0,209892;0,06996;17,000;21690,2;0,329882;0,10996;17,000;19855,8;0,240078;0,08003;17,000
151;07.01.;06:00;-0,90;4,89;244,9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0985;22149,6;0,332387;0,11080;17,000;16444,8;0,075988;0,02533;17,000;21443,6;0,319873;0,10662;17,000;25542,7;0,519829;0,17328;17,000;21826,3;0,338558;0,11285;17,000
152;07.01.;07:00;-1,00;4,35;240,0;0,0000;0,1360;0,0167;0,0000;0,0860;0,0000;28079,0;1,023809;0,34127;17,000;55158,2;2,403917;0,80131;17,000;19317,3;0,667023;0,22234;17,000;28407,2;1,106689;0,36890;17,000;18365,8;0,621155;0,20705;17,000
153;07.01.;08:00;-1,10;4,85;240,0;0,0000;0,0748;0,1360;0,0000;0,0667;0,0000;26095,0;0,923840;0,30795;17,000;80890,5;3,600198;1,20007;17,000;21514,9;0,763374;0,25446;17,000;32841,5;1,307306;0,43577;17,000;21585,0;0,766464;0,25549;17,000
154;07.01.;09:00;-0,69;5,10;245,1;0,0000;0,0945;0,0000;0,0000;0,0000;0,0000;12936,2;0,333321;0,11111;17,000;42771,7;1,790655;0,59689;17,000;12005,0;0,310091;0,10336;17,000;16001,1;0,502394;0,16746;17,000;12314,1;0,324973;0,10832;17,000
155;07.01.;10:00;0,20;5,10;250,0;0,0000;0,0000;0,0000;0,0000;0,0437;0,0000;9340,0;0,200426;0,06681;17,000;6701,3;0,075655;0,02522;17,000;8773,1;0,183449;0,06115;17,000;10373,2;0,266658;0,08889;17,000;8904,8;0,190298;0,06343;17,000
156;07.01.;11:00;0,60;4,34;265,2;0,0533;0,0000;0,0413;0,0000;0,1089;0,0485;24798,5;1,010326;0,33678;17,000;39276,0;1,842958;0,61432;17,000;17739,3;0,696182;0,23206;17,000;25400,5;1,102672;0,36756;17,000;16148,0;0,611563;0,20385;17,000
157;07.01.;12:00;1,00;3,60;274,9;0,0993;0,0000;0,1113;0,0637;0,1193;0,1041;35991,8;1,633280;0,54443;17,000;70008,2;3,571249;1,19042;17,000;28040,9;1,299199;0,43307;17,000;41199,1;2,012804;0,67093;17,000;22418,0;0,994181;0,33139;17,000
158;07.01.;13:00;1,15;3,35;280,2;0,0677;0,0000;0,1360;0,0889;0,0333;0,0000;22672,0;0,988833;0,32961;17,000;57719,4;2,964129;0,98804;17,000;19580,0;0,876266;0,29209;17,000;27679,7;1,320190;0,44006;17,000;15292,6;0,641334;0,21378;17,000
159;07.01.;14:00;1,25;3,10;295,1;0,0849;0,0000;0,0167;0,0000;0,0000;0,0000;8783,7;0,295047;0,09835;17,000;26658,8;1,289874;0,42996;17,000;9016,8;0,325066;0,10836;17,000;11409,1;0,455894;0,15196;17,000;7403,2;0,236805;0,07893;17,000
160;07.01.;15:00;1,55;2,29;300,0;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;3669,8;0,046890;0,01563;17,000;4127,6;0,075308;0,02510;17,000;4127,6;0,075319;0,02511;17,000;4127,6;0,075315;0,02511;17,000;4127,5;0,075321;0,02511;17,000
161;07.01.;16:00;-0,18;2,06;200,8;0,0677;0,0000;0,0000;0,0461;0,0645;0,0469;25205,4;0,598279;0,19943;17,000;24086,8;0,578124;0,19271;17,000;25085,4;0,632809;0,21094;17,000;30521,1;0,900536;0,30018;17,000;18935,0;0,326680;0,10889;17,000
162;07.01.;17:00;-2,51;1,79;50,2;0,0849;0,0000;0,0541;0,1065;0,0881;0,1057;41798,7;1,201838;0,40061;17,000;52272,1;1,756355;0,58545;17,000;39182,0;1,170089;0,39003;17,000;52200,4;1,754252;0,58475;17,000;25152,4;0,541868;0,18062;17,000
163;07.01.;18:00;-3,20;1,00;110,8;0,0000;0,0000;0,0985;0,0000;0,0000;0,0000;21590,3;0,302109;0,10070;17,000;15837,1;0,076635;0,02555;17,000;21542,4;0,322595;0,10753;17,000;24102,5;0,432937;0,14431;17,000;17026,9;0,127941;0,04265;17,000
164;07.01.;19:00;-3,65;1,25;154,9;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;16183,8;0,046750;0,01558;17,000;16812,6;0,076779;0,02559;17,000;16812,6;0,076784;0,02559;17,000;16812,6;0,076780;0,02559;17,000;16812,6;0,076790;0,02560;17,000
165;07.01.;20:00;-4,26;1,80;155,1;0,0000;0,0000;0,0000;0,0693;0,1527;0,1360;42234,3;1,002807;0,33427;17,000;44360,3;1,169428;0,38981;17,000;39570,2;0,974821;0,32494;17,000;52547,7;1,502140;0,50071;17,000;26107,9;0,426972;0,14232;17,000
166;07.01.;21:00;-5,01;2,10;160,0;0,0000;0,0000;0,0000;0,1207;0,1527;0,0167;39077,8;0,839946;0,27998;17,000;40543,7;0,967238;0,32241;17,000;36466,1;0,806292;0,26876;17,000;48212,3;1,269850;0,42328;17,000;26088,4;0,396559;0,13219;17,000
167;07.01.;22:00;-5,96;1,29;160,0;0,0000;0,0000;0,0000;0,1153;0,1884;0,1527;54615,9;1,317194;0,43906;17,000;38359,0;0,826154;0,27538;17,000;49227,3;1,229882;0,40996;17,000;66629,0;1,884726;0,62824;17,000;25678,4;0,346150;0,11538;17,000
168;07.01.;23:00;-6,19;0,50;129,5;0,0000;0,0000;0,0000;0,0000;0,1169;0,0000;27974,4;0,374063;0,12469;17,000;24504,7;0,276550;0,09218;17,000;27073,1;0,372797;0,12427;17,000;31022,7;0,521032;0,17368;17,000;20031,8;0,108366;0,03612;17,000
169;08.01.;00:00;-6,66;0,50;89,8;0,0677;0,0000;0,0000;0,0000;0,0000;0,0000;24922,4;0,238397;0,07947;17,000;19976,7;0,077668;0,02589;17,000;24633,7;0,248996;0,08300;17,000;27055,8;0,338002;0,11267;17,000;20462,3;0,095573;0,03186;17,000
170;08.01.;01:00;-7,81;0,50;100,3;0,1527;0,0549;0,0000;0,0000;0,0000;0,0000;38634,5;0,645273;0,21509;17,000;20782,9;0,078018;0,02601;17,000;35780,5;0,605324;0,20177;17,000;44170,4;0,900086;0,30003;17,000;22346,7;0,133061;0,04435;17,000
171;08.01.;02:00;-8,66;0,50;120,0;0,0849;0,0977;0,0000;0,0000;0,0000;0,0000;38120,4;0,586020;0,19534;17,000;21613,1;0,078287;0,02610;17,000;35222,2;0,543531;0,18118;17,000;43184,0;0,815536;0,27185;17,000;23032,1;0,126858;0,04229;17,000
172;08.01.;03:00;-9,25;0,75;104,8;0,0573;0,0860;0,1868;0,0000;0,0000;0,0000;54212,4;1,025923;0,34197;17,000;22391,6;0,078471;0,02616;17,000;47945,5;0,922180;0,30739;17,000;64623,6;1,472436;0,49081;17,000;26752,1;0,222474;0,07416;17,000
173;08.01.;04:00;-8,23;1,25;105,2;0,0953;0,0667;0,1185;0,0000;0,0000;0,0000;48456,6;0,869141;0,28971;17,000;22711,5;0,078148;0,02605;17,000;43719,0;0,792715;0,26424;17,000;57703,7;1,267965;0,42265;17,000;27915,7;0,255922;0,08531;17,000
174;08.01.;05:00;-6,54;1,50;99,7;0,0000;0,0000;0,0000;0,0000;0,0437;0,0000;25332,2;0,172700;0,05757;17,000;30987,8;0,399122;0,13304;17,000;25344,8;0,187942;0,06265;17,000;27162,1;0,255826;0,08528;17,000;23315,9;0,112183;0,03739;17,000
175;08.01.;06:00;-5,80;1,80;74,9;0,0000;0,1527;0,0000;0,0000;0,1089;0,0000;41768,2;0,773680;0,25789;17,000;43653,7;0,910852;0,30362;17,000;39067,0;0,736368;0,24546;17,000;50079,6;1,155856;0,38529;17,000;28406,8;0,330541;0,11018;17,000
176;08.01.;07:00;-5,40;2,61;80,2;0,0525;0,0685;0,0000;0,0000;0,0000;0,0000;20523,0;0,384838;0,12828;17,000;11762,3;0,077242;0,02575;17,000;19617,9;0,381727;0,12724;17,000;25202,9;0,598210;0,19940;17,000;16099,9;0,245565;0,08185;17,000
177;08.01.;08:00;-5,30;4,12;95,1;0,1001;0,0841;0,0000;0,0000;0,0000;0,0000;25527,5;0,583467;0,19449;17,000;11304,6;0,077209;0,02574;17,000;23185,9;0,540434;0,18014;17,000;32757,4;0,913580;0,30453;17,000;20116,0;0,420912;0,14030;17,000
178;08.01.;09:00;-5,20;4,59;105,1;0,0000;0,0000;0,0000;0,0429;0,0000;0,0000;14667,5;0,206552;0,06885;17,000;29986,6;0,825847;0,27528;17,000;13684,3;0,185014;0,06167;17,000;16096,7;0,279814;0,09327;17,000;13390,6;0,173558;0,05785;17,000
179;08.01.;10:00;-4,80;4,35;99,8;0,0445;0,0000;0,0000;0,1097;0,0000;0,0365;25800,9;0,636310;0,21210;17,000;85058,8;3,052385;1,01746;17,000;22503,2;0,555783;0,18526;17,000;33093,8;0,978547;0,32618;17,000;21593,5;0,519735;0,17324;17,000
180;08.01.;11:00;-4,60;3,58;100,2;0,1081;0,0000;0,0000;0,0525;0,0000;0,1519;39642,4;1,175260;0,39175;17,000;80416,2;2,907916;0,96931;17,000;29472,7;0,860852;0,28695;17,000;44294,7;1,456298;0,48543;17,000;23588,4;0,624720;0,20824;17,000
